node	degree	length	cluster
s83270	2	147	3
s121164	2	29	1
s1069	5	139170	1
s82813	3	3577	1
s120864	2	330	3
s125495	2	1	1
s114523	2	2	3
s3095	4	50	1
s229	2	76	3
s114812	2	53	1
s140404	2	6	1
s1206	4	245570	3
s82005	3	5780	1
s114515	2	84	3
s257	4	65	1
s82619	2	372	1
s125386	2	117	3
s105693	4	196	3
s105764	3	136	3
s853	4	136222	1
s4016	2	60	3
s129138	2	219	1
s2504	4	232072	3
s877	4	34244	3
s2159	2	245	1
s82099	2	2828	1
s4276	4	1994	1
s647	4	330	3
s83110	4	412	3
s303	4	3157	1
s105558	2	630	1
s131900	2	79	3
s3975	4	23	3
s120753	2	16	3
s2623	4	225	1
s1490	2	51	3
s131921	2	1	1
s3878	2	3	1
s918	4	52559	1
s4044	3	63	1
s105415	4	777	3
s125478	2	871	3
s114951	3	114	1
s82376	4	669	3
s82247	4	288	1
s4212	2	58	3
s82392	2	22	1
s81518	3	2	1
s81789	2	1991	1
s4243	4	7572	1
s1906	3	5	1
s2628	4	46344	3
s3128	4	4	1
s4247	4	71553	3
s905	4	116	1
s132034	2	94	3
s4493	4	76	1
s81857	2	1	1
s81587	2	462	1
s3247	2	196	1
s3468	3	433	1
s114858	2	15	1
s140217	2	16	1
s82911	4	192	1
s1763	2	615	1
s3307	4	10687	1
s105200	2	134	1
s1080	4	8423	1
s81717	3	84	3
s120979	4	553	3
s81484	3	25	1
s2107	4	29095	3
s105542	4	1352	1
s3824	4	177658	1
s971	2	117	3
s83207	3	87	1
s105663	3	124	1
s114593	2	71	1
s120804	2	1	1
s3037	4	7055	1
s2122	4	76806	3
s4436	4	12659	3
s543	2	202	1
s2853	3	97	3
s28	2	1	3
s82774	2	181	3
s3355	4	3808	1
s83	2	54	3
s3157	2	203	3
s98	2	98	3
s83064	2	57	3
s4829	2	343	3
s81683	3	50	1
s4445	3	58	1
s4141	4	243	3
s131937	2	139	1
s105494	3	227	3
s4540	2	476	3
s4969	4	7882	1
s82088	2	1	1
s1107	5	20880	3
s4258	4	194397	1
s134724	2	117	1
s81648	4	123	1
s260	4	17	1
s2326	4	107284	1
s114915	2	282	3
s82029	2	274	1
s114798	2	1	1
s114512	3	47	3
s2804	4	142886	3
s81955	3	642	1
s139632	2	1072	3
s129219	2	1453	1
s2683	4	583	1
s82754	2	93	1
s4774	2	155	1
s104864	2	70	3
s120987	2	7	3
s115036	2	65	3
s2366	2	5	1
s82990	4	457	3
s81528	4	26	1
s2212	2	351	1
s2858	5	12558	3
s5409	4	55552	1
s143421	2	336	1
s115006	3	8	1
s82459	3	646	1
s700	2	173	1
s2381	4	19752	1
s1670	2	5	1
s2715	4	16167	1
s5100	3	15	1
s81850	5	242	1
s83241	2	270	1
s81610	3	315	3
s299	2	1394	1
s129080	2	288	1
s1390	4	124921	3
s2001	4	144542	3
s4411	2	27	1
s477	4	35	1
s5381	3	8	1
s5365	4	129	3
s105710	2	91	1
s5045	2	240	3
s83298	4	46	1
s2681	4	13860	1
s4187	2	76	3
s2093	4	114282	3
s81787	2	323	1
s3130	6	293	1
s236	4	899	3
s120816	2	6071	1
s2747	4	9249	3
s2755	4	1921	1
s2882	2	75	3
s82028	2	170	1
s4278	4	176210	1
s843	2	51	3
s684	4	225	3
s4454	4	249	1
s120924	2	152	3
s143348	2	56	1
s747	5	1010	1
s104915	2	69	3
s125522	2	12	1
s3907	4	113450	1
s138259	2	627	3
s1449	2	329	1
s555	3	73	1
s105515	2	171	1
s82337	4	79	1
s241	2	1	1
s3965	4	216915	3
s3808	4	95291	3
s3045	2	743	1
s134789	2	434	3
s140524	2	1	1
s121088	2	52	1
s1950	2	173	1
s104930	2	322	3
s81566	2	677	1
s1500	4	1	3
s134650	2	55	3
s3699	4	2521	3
s82089	3	88	1
s104836	2	313	3
s138272	2	65	3
s114524	2	7	1
s105141	2	14	1
s105381	2	133	3
s3313	4	267645	1
s82171	2	165	3
s3457	4	121	3
s4703	4	34122	1
s61	4	1	1
s172	3	115	1
s104843	2	178	3
s82122	2	317	1
s1026	3	32	3
s4103	3	119	1
s1013	4	124248	3
s3244	4	11780	1
s81811	2	19	1
s1228	4	49432	3
s120854	2	118	3
s2408	4	29871	3
s104817	2	56	1
s832	4	38808	3
s105164	4	260	3
s82732	4	270	3
s82759	2	90	1
s143378	2	181	3
s615	5	2	1
s351	3	18	3
s1830	4	34599	3
s2697	2	19159	3
s134738	2	90	1
s143343	2	339	1
s1537	2	1	3
s3293	3	1768	1
s120871	2	365	1
s2209	4	86386	1
s200	4	96	3
s83067	3	160	3
s114631	2	283	1
s114659	2	104	1
s105128	3	158	1
s2584	2	5	3
s1675	4	16449	1
s2716	4	28532	1
s82269	2	106	1
s3669	4	114802	3
s4903	4	23855	1
s81625	2	56	3
s125545	3	107	3
s1838	4	137971	3
s2167	2	2964	3
s138204	2	162	3
s81652	4	332	1
s134628	2	1297	1
s81428	2	148	1
s83192	3	76	3
s1060	3	11	1
s3155	2	1	3
s5339	2	64	1
s3190	3	78	3
s2875	3	1324	3
s138255	2	2806	1
s143393	2	1089	3
s5226	2	110	1
s2011	4	701	1
s82470	3	21	1
s105149	2	1625	3
s143371	2	117	1
s1220	4	47030	1
s125379	2	75	1
s82994	3	941	3
s4018	4	70001	3
s2709	4	49681	3
s82838	2	334	1
s4766	2	103	3
s55	4	126	3
s5176	4	443	3
s81567	2	324	1
s1877	3	22	1
s105664	3	141	3
s1216	2	3	1
s4295	4	60258	1
s4713	2	1661	1
s82166	4	818	3
s134706	2	66	1
s755	2	1	3
s82275	3	101	3
s105313	3	896	3
s105432	4	15	1
s1507	2	52	1
s81496	4	548	1
s675	4	457	1
s1073	4	196834	1
s4000	2	182	1
s4580	4	145291	3
s138325	2	60	3
s81806	2	328	3
s114779	2	70	3
s129025	3	203	3
s3642	4	129867	1
s125487	2	93	1
s114923	4	1506	1
s83316	4	343	1
s4596	4	157166	1
s3566	3	26807	3
s386	2	85	3
s129037	2	72	1
s2807	4	13621	1
s105460	5	596	1
s3020	4	5184	1
s83137	3	1184	1
s81974	3	1675	3
s137972	2	88	1
s82435	4	141	1
s1234	4	106739	1
s1588	2	177	1
s140221	2	167	3
s4835	4	119352	3
s115070	2	132	3
s4848	2	69	1
s1776	4	87356	1
s2662	4	77998	3
s81461	3	663	3
s105656	2	56	1
s83013	4	143	3
s38	3	14	3
s82529	3	19	3
s1513	4	74373	1
s114548	2	76	1
s607	2	104	1
s530	2	209	1
s121160	2	331	2
s82380	4	373	1
s114777	2	6249	3
s4038	2	9	3
s2498	2	3	1
s81777	3	56	3
s13	4	9886	1
s120909	2	118	1
s81351	3	135	3
s129180	2	97	3
s125547	2	12	3
s114856	4	2329	1
s83292	4	48	3
s140410	2	47	1
s114709	3	17	3
s81779	4	174	3
s83070	4	92	3
s82787	2	505	1
s105073	3	165	3
s5046	3	29	3
s3107	4	86	1
s210	3	186	3
s120881	2	96	1
s1261	4	237766	1
s105359	2	2667	3
s5242	4	2265	3
s143339	2	650	1
s461	2	109	3
s104832	2	55	1
s1244	4	134398	3
s4530	4	93525	3
s83313	3	68	1
s2411	2	6704	3
s81357	4	18	3
s138333	2	214	3
s2765	2	67	1
s137943	2	101	3
s105745	3	125	3
s83082	5	161	1
s81897	2	25	1
s2987	3	56	1
s3151	4	24362	1
s3631	2	85	1
s120910	2	259	1
s142611	2	275	1
s81813	2	1	1
s5246	4	1119	3
s82478	2	95	3
s118	4	1297	1
s114641	2	113	1
s82920	2	183	1
s3858	2	294	1
s2407	4	86438	3
s134808	2	146	3
s2797	4	39303	3
s140250	2	87	3
s2574	4	121248	3
s1674	4	106	1
s82665	5	81	3
s1698	4	120017	3
s81503	2	1045	1
s4568	2	1	1
s82486	2	72	1
s140230	2	65	3
s4067	2	205	3
s131944	2	3	1
s82750	3	15	1
s724	4	13457	1
s2426	4	166852	1
s105467	2	115	1
s131909	2	104	3
s1291	5	206952	3
s356	4	7	1
s139618	2	228	3
s3341	4	173500	1
s5414	4	4194	1
s3302	4	1761	1
s81665	3	41	3
s82919	5	217	3
s3706	4	63717	3
s105715	2	70	3
s120835	4	426	1
s129041	2	317	3
s2233	4	242	3
s82410	2	273	1
s3379	4	105690	3
s4032	4	66350	3
s114932	2	243	1
s2904	4	248	1
s82431	4	57	1
s81356	2	57	3
s104898	2	4	1
s2745	2	119	3
s105598	4	2126	1
s301	2	319	1
s4281	2	64	1
s2790	3	65552	3
s1562	3	9	1
s360	4	3301	1
s114572	2	81	3
s82049	2	50	3
s2344	2	95	3
s82623	2	81	1
s140469	2	1996	3
s3628	4	61311	1
s81622	2	68	1
s4644	4	589	3
s570	4	374	1
s4911	4	81426	1
s3725	2	60	3
s1984	4	5903	3
s82845	2	90	3
s668	4	154	1
s104992	2	35	1
s4869	4	36150	3
s82634	3	525	1
s3813	4	112373	1
s2726	2	1	3
s120939	2	4	3
s793	4	11108	1
s140430	2	442	3
s1121	5	138011	1
s1666	4	58075	1
s1746	4	3528	1
s2029	4	138012	3
s4482	2	69	1
s114636	3	152	3
s5213	2	108	1
s4572	4	87381	3
s83258	2	228	3
s1985	2	913	3
s5014	4	74303	1
s1128	4	152894	1
s82762	2	2	1
s2041	4	25726	3
s1914	4	471874	1
s2608	4	80256	1
s1958	4	108320	1
s138310	2	1	1
s105310	3	82	3
s3835	2	59	1
s1410	4	69795	1
s872	4	159386	3
s81819	2	20	1
s105001	3	17	1
s104891	2	106	1
s104993	2	7	1
s82081	2	230	1
s4974	4	112692	1
s1695	4	270230	3
s104970	2	64	1
s1840	4	1473	3
s864	4	30022	3
s468	2	3	1
s82705	2	4	3
s81562	2	780	3
s134654	3	35971	3
s3404	4	36158	3
s121069	3	351	3
s105155	2	116	1
s5295	3	60	3
s441	2	15	3
s125433	2	2428	3
s192	4	491	1
s4876	2	156	3
s5032	4	68575	3
s4620	2	87	1
s82303	4	3717	3
s4639	3	1550	1
s82288	3	162	3
s4233	4	280781	3
s104951	2	50	1
s2600	2	111	1
s82222	3	182	1
s115053	2	316	1
s137939	2	317	1
s1122	4	215455	1
s105474	3	7	3
s82389	2	1	1
s105026	2	87	3
s3198	4	63336	3
s2346	2	16	1
s115037	4	116	3
s3946	4	80401	1
s2992	2	38	1
s988	4	48244	1
s869	4	9239	3
s2830	4	22761	3
s1806	4	6254	3
s387	4	5277	3
s2523	4	6164	3
s129095	2	140	3
s2156	4	30591	1
s669	2	168	1
s3027	4	18388	1
s3145	4	10	1
s105548	2	154	3
s5150	2	156	1
s114934	2	212	3
s389	4	50368	3
s1800	4	119	1
s105296	2	98	3
s5127	4	92107	3
s113	2	84	3
s4918	4	36135	1
s2435	4	276124	1
s3393	4	29166	3
s105049	2	71	1
s1114	4	419	3
s5428	4	417	1
s81668	3	3	3
s4066	4	2797	3
s3336	4	111736	1
s82793	2	348	1
s4861	4	47118	1
s81776	2	97	3
s4882	2	434	1
s81901	2	820	1
s1953	4	429508	1
s114900	2	1104	1
s81426	2	163	1
s2071	4	46	1
s1455	2	571	1
s3049	2	507	1
s4801	5	53615	1
s4642	4	4693	1
s82007	3	6	1
s81598	2	132	1
s1832	2	6	3
s3602	2	106	1
s3668	2	56	3
s3801	4	152252	1
s845	2	2	1
s4159	4	233923	3
s82379	4	410	1
s83179	3	37	3
s125572	2	2806	1
s82936	3	269	3
s3904	2	2	1
s129156	2	2	1
s125538	3	1667	3
s1465	4	19591	1
s547	4	594	1
s125348	4	3019	1
s3365	2	334	1
s82388	3	12	1
s3308	4	7731	1
s121188	3	1204	1
s2714	2	1	1
s3760	4	181	1
s120908	2	5	1
s3440	4	157780	3
s5240	3	18	3
s120986	2	8	1
s4327	4	169184	1
s121155	2	348	3
s83096	5	319	1
s916	4	74	1
s2863	2	176	1
s125382	2	62	3
s1133	4	6	1
s5336	4	128311	1
s15	4	171305	1
s114824	3	631	1
s114825	3	249	1
s105357	5	754	3
s3140	4	96706	1
s3872	4	166713	1
s2618	4	40955	3
s919	3	31	1
s125546	2	1	3
s1643	3	51	1
s81770	4	73	3
s4931	4	50538	3
s83094	3	156	1
s131915	2	62	1
s3533	2	78	1
s82625	3	498	1
s121124	2	110	1
s3633	4	46031	1
s82969	2	5	3
s3682	4	42730	3
s81989	3	2	1
s5064	2	124	3
s115044	4	729	3
s1345	4	319	1
s3016	2	31	1
s134780	4	273	1
s3202	4	291	3
s105089	2	2	1
s4792	2	170	1
s82378	2	1	3
s2113	4	531	3
s129231	2	121	3
s5159	2	246	1
s114680	2	11454	1
s81994	2	319	3
s115091	2	4	1
s105570	4	931	1
s115043	2	334	1
s3406	4	48062	3
s129176	2	70	1
s105352	5	1309	1
s82685	2	22	1
s3565	4	37644	3
s143411	2	178	1
s4840	2	75	1
s3226	2	885	1
s3100	4	9	1
s2591	4	397546	3
s3632	4	188624	1
s105024	2	2358	1
s3742	4	114352	3
s4503	4	18067	1
s120953	2	135	3
s2348	4	7720	1
s2970	2	5769	3
s125345	2	2142	1
s114610	3	122	1
s4930	2	64	3
s1808	5	626	3
s680	2	7	3
s132021	2	421	1
s2978	4	248158	3
s140276	2	837	1
s134799	4	80	1
s2606	2	15	1
s104973	2	149	3
s5020	4	47	1
s2442	4	56910	1
s3871	4	69484	1
s994	4	243158	1
s115085	3	1770	1
s4531	4	119679	3
s138307	3	132	3
s4947	3	280	1
s125511	3	221	3
s2748	2	111	3
s114885	4	685	1
s82621	2	81	1
s83065	3	28	3
s105568	4	3690	1
s139624	2	82	1
s81710	2	3129	3
s4488	2	53	1
s82852	2	140	3
s2937	4	22534	3
s5069	4	13072	3
s134784	4	339	3
s849	2	57	1
s131969	2	25	3
s3531	2	316	1
s4017	4	220427	3
s83010	3	864	1
s1028	3	33	3
s81706	2	214	1
s82783	3	91	1
s1827	4	94212	1
s4373	3	65	1
s136	4	25	3
s1307	4	1054	3
s115049	2	2	1
s114604	2	66	1
s129051	2	70	1
s5337	2	405	1
s2471	2	124	3
s3369	4	423	1
s1313	2	5	1
s81457	3	57	1
s104934	2	154	1
s114600	2	130	1
s1175	4	667	1
s114898	4	1043	3
s82259	2	137	1
s23	4	95	1
s81502	4	881	1
s115010	2	74	1
s81768	3	225	3
s120752	2	120	3
s138235	2	120	1
s5101	3	29	1
s4794	4	178	1
s3199	2	21292	3
s4666	4	77641	3
s2994	2	88	1
s129181	4	700	3
s483	5	150	3
s140424	2	151	1
s2307	4	51228	1
s2827	2	99	3
s82548	2	63	3
s143418	2	1	3
s1039	5	28460	3
s1919	4	268	1
s82475	2	888	1
s3325	4	71330	1
s1247	4	21	3
s138208	2	55	0
s4087	2	3	1
s3716	2	3	3
s4920	4	45087	1
s2295	2	77	1
s82771	2	123	3
s105484	4	188	1
s121161	2	21293	2
s139621	2	99	1
s120963	2	254	1
s2033	2	66	3
s2486	5	69828	1
s105714	2	8	1
s2451	4	47097	1
s134642	2	329	1
s125455	2	25	1
s5375	4	33	3
s2422	4	182241	1
s2587	4	12	1
s81713	2	77	1
s137986	2	81	1
s82404	3	106	3
s137966	2	1	3
s82714	3	202	3
s932	4	69438	3
s2736	4	198336	3
s139649	2	17	2
s125427	2	118	1
s5104	3	143	1
s81944	3	91	1
s281	4	25785	1
s4166	2	17	1
s985	2	1	1
s105301	2	55	3
s140527	2	52	1
s2695	3	6181	3
s2300	4	29083	1
s105644	4	302	1
s138347	2	1	1
s165	4	7423	1
s1253	2	166	1
s1785	4	257	1
s82418	3	250	1
s5200	3	8	3
s104957	2	2	3
s1701	2	262	3
s5215	2	90	1
s82691	2	127	1
s121133	2	165	1
s2427	4	128503	1
s105136	2	75	1
s37	4	820	3
s1064	3	11	1
s105707	4	121	3
s81389	2	10	1
s4556	2	7	1
s1658	4	180	1
s5185	4	5930	3
s82706	2	582	3
s105394	4	1547	1
s125380	2	67	3
s82517	4	316	1
s1966	4	151783	3
s3421	3	57	3
s110	4	98	1
s82866	2	22826	1
s125605	3	16	1
s105447	2	64	1
s105356	2	301	3
s4443	4	64386	1
s121053	2	64	1
s1696	5	159616	3
s114533	2	10	1
s82357	3	52	1
s81851	2	73	1
s114866	4	295	3
s82678	4	179	1
s81600	2	27	1
s1198	3	6	1
s139610	2	85	1
s1487	4	3346	1
s3028	4	1661	1
s115081	2	31	1
s4793	4	58441	1
s341	4	1497	1
s129209	2	360	1
s129179	4	660	3
s83247	2	139	1
s82118	2	4	1
s467	4	532	1
s1901	4	58481	3
s3494	4	8779	1
s505	3	515	3
s2556	4	80345	1
s1709	4	151386	1
s120957	2	135	3
s139616	2	55	3
s2157	4	20	1
s294	4	44858	1
s388	4	63988	3
s83215	2	454	1
s125623	2	141	1
s2532	2	52	1
s4547	4	171	1
s2129	2	138	1
s140416	2	50	3
s5411	4	139	1
s132063	2	216	3
s81464	3	39	1
s82424	3	48	1
s140511	2	1	1
s1839	2	50	3
s82978	3	66	3
s4273	3	87	1
s4274	3	3	1
s105193	2	57	3
s4942	4	4011	1
s114755	2	36	1
s104849	3	42	3
s2489	2	130	1
s3789	2	3	1
s4072	4	418000	3
s1086	3	33502	3
s369	2	78	3
s4198	4	29495	1
s4625	4	2904	1
s83290	4	77	3
s83225	3	37	3
s4262	5	121	1
s1096	4	14259	3
s105350	3	120	1
s81597	2	95	1
s115033	4	595	3
s81986	2	312	1
s3548	4	140868	1
s83186	3	130	3
s120927	2	42	3
s1491	4	29200	3
s83159	2	245	3
s4565	5	274	1
s105370	2	1	1
s121060	2	5	1
s129205	3	1712	3
s114865	2	15	3
s81903	2	260	1
s140258	2	128	1
s1059	2	12	1
s2053	2	25	1
s3040	4	288487	1
s1688	4	63508	3
s3396	2	1	3
s286	3	582	1
s114792	3	555	3
s120904	2	141	3
s1008	4	112142	3
s265	4	62	1
s139641	2	321	3
s743	2	255	1
s125477	2	441	3
s140484	2	114	3
s2492	4	124149	1
s729	3	2	1
s3387	2	74	1
s1005	4	181	3
s81532	2	9	1
s2594	4	32907	1
s1570	5	1	1
s120960	2	1455	1
s105070	3	5888	3
s120973	4	171	3
s1169	3	10	1
s162	4	4063	1
s3159	2	2	3
s3044	4	17306	1
s82209	3	81	3
s82580	3	149	3
s105105	5	637	3
s1650	2	80	3
s527	3	2	1
s105388	4	4134	3
s4818	4	134716	3
s121004	3	13	1
s104869	2	90	3
s125441	2	18	1
s105111	2	322	1
s81445	2	50	1
s83185	2	16	3
s81494	4	18	3
s2357	2	327	1
s129112	2	483	1
s4118	4	184307	1
s82680	3	26	1
s104952	2	1	1
s5318	2	2	1
s484	2	25	3
s125371	2	2659	1
s105573	4	4998	1
s1426	4	24598	1
s4599	2	80	3
s134637	2	236	3
s81524	4	108	1
s82583	4	60	3
s115074	2	50	3
s4610	2	14	1
s2491	4	8159	1
s2125	2	1	3
s1302	4	43	3
s81387	3	765	1
s4951	2	330	1
s1819	4	438863	1
s129091	2	83	1
s81871	3	55	3
s82686	2	53	1
s3522	4	297075	3
s1047	4	153093	1
s120785	2	319	1
s96481	3	205	1
s125437	3	355	1
s5042	4	36	3
s2711	4	212047	3
s2110	2	9	1
s81946	2	1079	3
s82523	3	49	3
s105182	3	8	1
s82148	2	126	3
s81539	3	389	3
s346	4	25527	3
s1910	2	55	1
s2903	2	16	1
s134792	4	192	1
s134668	2	56	1
s105203	2	171	3
s81840	3	97	3
s82764	2	58	3
s81402	2	71	3
s3912	2	322	3
s1369	2	1	1
s105372	2	21	1
s1162	2	213	1
s82387	3	27	1
s2922	4	106714	3
s114520	2	56	3
s2636	3	6	1
s81836	2	77	1
s2703	4	29201	3
s5315	4	588	1
s81397	2	96	1
s83283	4	51	1
s1322	4	61112	3
s105100	2	50	3
s121100	3	26	1
s913	3	21	1
s82719	4	10	3
s105315	4	125	3
s1214	2	4	1
s1699	2	121	3
s2184	4	8267	1
s2372	4	226753	1
s4227	2	3	1
s82211	3	19	3
s2612	4	289161	1
s121061	2	10	3
s2931	4	153226	3
s2319	4	333029	1
s2850	4	61348	3
s3207	2	590	3
s283	4	74	1
s4854	4	84020	1
s140449	2	324	3
s1033	4	147586	3
s138316	2	370	3
s1375	4	82433	3
s114954	4	139	1
s1312	4	84124	1
s81479	2	52	3
s81601	3	126	3
s3959	4	10375	1
s131949	2	391	3
s522	3	167	1
s1471	4	14370	3
s131923	2	96	3
s3443	4	41536	3
s5146	4	8796	1
s981	4	9097	1
s82426	3	431	1
s129187	4	79	3
s83253	4	773	1
s3238	4	1578	1
s81616	2	2207	1
s892	4	41936	1
s128999	2	62	1
s4927	2	263	3
s142610	2	467	1
s3485	4	176390	1
s394	3	31	3
s2404	4	472807	3
s2363	4	113166	3
s3795	3	1	1
s114939	4	505	3
s81361	2	74	1
s3937	2	27	1
s4204	2	1923	1
s105691	4	42	3
s4957	4	239649	1
s183	4	236	1
s83139	3	1639	3
s82214	2	75	3
s115072	2	281	1
s81715	2	144	1
s3167	4	947	1
s1891	4	1106	3
s5308	3	7	3
s82692	2	145	1
s82181	2	176	3
s105343	4	1255	1
s82922	3	84	1
s3819	4	107	1
s5302	4	23536	3
s140248	2	63	3
s82341	2	439	1
s3220	9	314	0
s5202	3	96	3
s3015	4	1873	1
s4944	2	52	1
s4302	4	14	3
s129106	3	40	3
s4186	4	166683	3
s171	4	119	1
s104914	2	249	3
s1694	4	77	3
s2933	4	63503	1
s129101	2	10	1
s4736	2	72	1
s125564	2	66	1
s81830	2	59	3
s3572	4	20302	3
s4300	4	102438	3
s82977	3	595	3
s81916	2	152	1
s4133	4	1540	3
s82041	4	171	1
s3623	2	51	1
s100	4	4436	3
s81411	2	256	3
s1499	4	43662	3
s4871	2	295	3
s82377	3	140	1
s2611	4	115953	1
s1823	2	1	1
s120893	4	472	3
s201	3	61	3
s2056	4	185839	1
s3555	4	17355	1
s3908	4	82760	1
s917	4	81717	1
s4613	3	84636	1
s1019	4	23999	3
s2488	4	149476	1
s4492	4	169	1
s2974	2	54	3
s121196	2	319	1
s973	4	74000	3
s120971	4	2926	3
s115083	2	287	3
s137975	2	1	1
s3466	3	106	1
s120874	3	98	1
s105047	2	52	3
s2814	4	73727	1
s81469	2	276	1
s82898	2	434	1
s83181	4	226	3
s4696	2	27	3
s5205	4	116	3
s4884	4	88802	1
s960	4	94	1
s1062	2	2	1
s2459	4	93835	1
s4521	3	412	3
s125578	4	2404	1
s105549	4	245	3
s114596	2	84	3
s134758	2	112	1
s105771	2	1737	3
s82820	4	61	3
s82220	4	60	1
s81498	4	192	1
s3615	2	22	1
s115086	4	3188	3
s105327	2	1	3
s121121	4	153	3
s82445	3	18	1
s2883	4	3178	3
s83062	4	20	3
s1164	2	9	1
s2324	4	76505	1
s104887	3	88	1
s3163	4	294	3
s83275	2	452	3
s1915	4	273514	1
s4507	4	79960	1
s1518	4	50325	1
s82008	2	40	3
s105671	2	203	3
s88	4	4287	3
s804	6	16620	3
s2474	4	106941	3
s104814	2	5	1
s1724	4	4267	1
s132082	2	204	1
s83045	4	45	3
s125425	2	94	1
s3655	4	312	3
s82485	2	325	1
s4950	4	111	1
s2844	4	4538	3
s3834	4	61461	1
s4308	2	119	3
s82442	2	65	1
s114673	2	325	3
s132028	2	280	1
s773	4	34281	3
s139614	3	52	3
s121150	2	10	3
s3281	4	45	1
s313	4	21353	1
s328	4	4918	3
s129047	2	187	1
s2667	3	70	3
s81604	2	15	1
s4299	2	2428	1
s2040	2	2418	3
s1532	3	45	3
s963	3	162	1
s4298	4	15668	1
s2418	4	52734	3
s3883	4	172238	1
s2325	2	317	1
s105329	2	180	3
s4468	4	114580	3
s105300	2	103	1
s83165	4	44	3
s81429	2	322	3
s83282	2	9	3
s4506	2	9	1
s134710	2	131	1
s82395	2	9	3
s143351	2	136	1
s5040	4	109	3
s2402	4	143828	3
s311	2	103	1
s230	4	244	3
s82454	3	140	1
s82479	2	301	3
s81740	4	398	3
s2153	4	33780	1
s3426	3	271	3
s129102	2	57	3
s105320	2	75	3
s82851	2	139	3
s83190	4	176	3
s125449	2	76	1
s3997	2	171	1
s105773	4	15	3
s1036	2	63	3
s105082	4	40	3
s379	2	5	1
s4483	4	130183	1
s355	2	5	3
s2555	4	399372	1
s952	2	227	3
s2196	5	41064	1
s860	4	9	3
s140471	2	355	1
s3229	4	21	1
s105633	3	302	1
s121018	2	562	1
s3805	3	108	3
s362	4	11416	3
s105734	2	8	3
s120846	2	64	3
s2508	4	817	3
s4395	2	28	1
s125429	2	551	1
s129147	3	60	1
s105016	2	7334	3
s105074	2	3	3
s129214	2	1	1
s125419	2	3	1
s5222	4	29582	3
s4051	4	94076	3
s1260	4	2330	1
s886	4	8552	3
s2727	3	8	3
s105170	3	38	1
s131	3	192	1
s3865	4	46238	1
s134686	2	240	1
s115026	2	141	3
s1887	4	66797	1
s5345	2	55	1
s82585	2	91	1
s83183	3	38	3
s121031	2	81	1
s83311	3	65	1
s81591	2	204	1
s3330	4	275620	1
s3354	4	307674	1
s82241	2	23	1
s4057	4	1548	3
s137969	2	476	3
s4910	3	29	3
s81872	2	5	3
s82655	4	364	1
s129090	2	65	1
s3967	2	335	3
s961	4	1763	1
s82234	2	56	1
s120934	2	112	3
s4922	2	315	1
s4934	3	151	1
s3080	2	22	1
s1543	4	1436	3
s1263	4	83887	1
s82526	3	23	3
s140520	2	52	3
s120840	2	323	3
s152	2	183	1
s115032	2	116	3
s803	4	18	3
s73	4	8464	3
s114639	2	210	1
s125475	2	774	1
s83077	2	170	3
s132022	4	399	1
s1962	4	5737	1
s81825	2	1	1
s81712	2	79	3
s4891	4	58	1
s139611	2	2417	1
s2440	4	44921	1
s4353	2	90	1
s1982	2	324	3
s473	4	1008	1
s83166	4	132	3
s129015	3	12588	1
s120972	2	296	3
s121091	3	204	3
s114697	2	51	1
s105523	3	274	1
s140523	2	67	1
s105636	4	393	1
s3101	2	296	1
s138211	2	2269	1
s852	4	199096	1
s3187	4	141	1
s3385	4	127297	1
s3817	2	110	1
s4085	3	32785	3
s5245	4	2935	3
s121014	2	13	1
s819	2	154	3
s121084	2	406	1
s2257	4	12	1
s81870	3	3	1
s81666	4	107	3
s859	4	388	3
s121129	2	77	1
s2223	2	121	3
s121037	3	115	1
s3357	2	58	1
s3715	4	119	3
s3866	4	12348	1
s2551	2	17	1
s584	2	98	3
s58	2	5874	1
s4034	4	23811	3
s635	2	264	3
s912	2	122	1
s1858	2	144	1
s82349	2	33	1
s114853	3	190	1
s132023	2	105	1
s4397	4	60645	1
s82132	2	106	3
s1843	4	90924	3
s82886	2	135	1
s1789	4	58524	3
s2893	3	1025	3
s3013	4	3697	1
s121058	2	49	1
s114982	2	91	1
s105534	3	1462	1
s744	3	47	3
s4272	4	28450	1
s4464	4	23233	3
s4824	4	180	3
s114787	2	606	1
s5418	4	111	1
s83301	2	423	1
s114765	2	1	3
s105726	2	60	3
s4048	4	220	1
s3651	4	59617	1
s3058	2	66	3
s129216	2	1540	1
s883	4	30451	3
s143347	2	80	1
s82607	3	121	3
s2292	4	28327	1
s125486	3	101	3
s1856	2	52	1
s82210	3	23	3
s115052	2	57	1
s3266	4	189	3
s121046	4	222	1
s114783	2	253	1
s114992	4	242	1
s2867	2	2573	3
s83259	2	1184	3
s1538	4	11	3
s5351	4	40588	1
s121104	2	129	1
s2204	4	4997	3
s105092	2	1	1
s83106	3	263	3
s82735	4	84	3
s82928	3	121	3
s4907	4	9	1
s1241	4	24150	3
s129032	2	70	3
s496	2	67	3
s81487	4	115	3
s2115	4	145823	3
s139619	2	3	3
s2132	4	136408	1
s125542	3	45	3
s405	3	299	1
s3831	4	280	3
s82054	5	262	3
s2210	2	315	1
s2242	4	62110	1
s81726	2	50	3
s209	4	70	3
s3956	2	13	1
s125506	2	456	3
s160	4	18495	1
s2959	4	45	1
s2719	4	33710	1
s1831	4	148	1
s3360	4	22092	1
s81635	3	49	1
s846	4	110	1
s1149	2	8	3
