node	degree	length	cluster
s81816	2	95	1
s4306	2	353	3
s105468	5	37	1
s140535	2	331	2
s83066	5	102	3
s1350	4	93464	1
s83142	3	141	1
s3295	2	31	1
s129129	2	89	3
s81979	3	19	3
s56	2	171	3
s14	2	58	1
s1582	4	77965	3
s1732	2	84	1
s699	4	3470	1
s601	4	29150	1
s82057	2	58	1
s1948	4	58	1
s1964	4	141665	3
s2288	4	38063	1
s2199	2	58	3
s138302	4	129	1
s83214	3	18	3
s129074	2	68	1
s129009	3	924	3
s105524	3	387	1
s82576	2	58	3
s715	4	195	1
s132031	2	87	1
s2068	2	4	1
s129152	2	72	3
s3935	2	495	1
s129227	2	65	3
s105756	2	79	3
s1041	3	159	3
s2216	2	29	3
s83134	3	365	3
s121027	2	144	3
s3601	4	168848	1
s125559	2	2201	1
s2337	4	12	1
s125494	2	103	1
s82742	4	162	3
s139627	2	110	3
s121185	2	3216	1
s114922	2	537	1
s83053	2	38	3
s132033	2	144	1
s157	4	554	3
s2581	4	11486	3
s2640	4	120	1
s186	4	25	1
s1124	4	5151	1
s105750	2	33	1
s5067	5	18	3
s5126	4	8028	3
s114974	2	14	1
s4826	4	40653	3
s1771	4	895	3
s105513	3	235	1
s82595	3	20	1
s134798	2	258	1
s982	5	16	1
s132010	2	5	1
s1199	2	9	3
s2193	3	6343	1
s121103	2	1	1
s1714	2	119	1
s82497	2	418	3
s3321	2	2621	1
s3386	4	77961	1
s2370	4	141481	1
s83105	4	190	1
s3029	2	1880	1
s3392	4	149926	1
s5089	5	52	1
s114754	3	13	1
s5125	2	57	3
s132029	2	180	1
s3456	2	63	3
s4231	2	7	1
s3688	4	41240	3
s3419	4	81839	3
s2462	4	105590	1
s4168	4	211	3
s4410	4	29	1
s131956	2	336	3
s114506	2	118	3
s114780	2	211	3
s82687	2	61	1
s4681	5	8	1
s4052	4	5135	3
s1506	4	51170	1
s2859	3	170	3
s1061	4	174	1
s115065	2	74	3
s1391	4	32	3
s2917	4	256955	1
s114705	2	37607	1
s5277	2	442	1
s343	4	118	1
s138230	2	50	3
s2035	2	79	3
s114683	2	66	3
s526	4	155	1
s1799	4	167621	1
s115089	2	1624	1
s129011	2	316	1
s5157	3	77	1
s4209	4	36716	3
s82794	3	13	1
s83306	3	11	3
s4381	2	63	3
s105084	2	149	1
s32	2	5	3
s2483	3	183	1
s4184	4	66123	3
s4795	2	144	1
s82399	4	68	3
s131964	2	120	1
s125420	2	55	3
s4480	2	3387	1
s143362	2	1761	1
s83335	2	10	1
s2901	4	70256	3
s83333	2	390	1
s1034	2	1299	3
s82230	3	40	1
s1926	4	46469	1
s3846	4	43037	3
s4709	4	170855	1
s5015	2	5	1
s156	3	147	1
s2544	4	62398	1
s114684	2	2	3
s81968	2	972	3
s121113	2	274	3
s3211	2	240	3
s114703	2	65	3
s4563	2	2	1
s3352	2	6789	1
s82769	4	150	3
s132053	2	55	3
s452	3	659	1
s488	4	2020	3
s1833	4	449564	3
s302	4	12885	1
s258	4	232	1
s5438	4	11	1
s3403	2	54	3
s1818	4	123956	1
s2877	4	190888	3
s1586	4	61590	3
s4361	2	28	1
s1040	3	9	3
s105177	3	232	1
s5114	4	101	3
s3563	2	1	3
s3477	4	60465	1
s4678	4	34664	1
s3442	4	175110	3
s4128	4	1596	3
s82611	2	200	3
s4640	2	50000	1
s1815	4	131427	1
s656	2	64	3
s81709	2	56	3
s82353	4	59	1
s82416	3	3	1
s105688	2	64	3
s1252	4	259614	1
s830	4	37824	3
s478	5	1980	3
s3672	2	1	3
s1706	4	208301	3
s134708	2	106	1
s1171	3	2	1
s410	4	3990	3
s3802	2	156	1
s143359	2	97	3
s81413	2	1365	3
s3112	2	9	1
s82040	4	84	1
s82766	2	340	3
s2795	2	437	3
s1847	4	317	1
s4249	4	249461	3
s4446	4	274281	1
s81692	2	1600	1
s2924	4	432303	3
s129198	2	4828	1
s105414	2	80	3
s114944	2	427	3
s784	4	12	1
s134740	2	25	1
s4012	4	236669	3
s114607	2	307	1
s3324	4	5168	1
s5165	4	76	1
s3900	4	132494	1
s2569	4	3749	3
s3617	2	211	3
s105108	4	145	1
s82077	2	483	1
s5437	4	6332	1
s121077	2	21	3
s114571	2	1	3
s1970	3	58	3
s114902	2	2261	1
s82938	4	125	3
s2315	2	8	1
s412	4	24946	3
s114602	2	68	3
s4365	2	53	3
s5090	2	192	1
s5291	3	20	3
s134669	2	349	1
s81970	2	1	3
s4730	4	130	1
s138343	2	328	1
s1298	4	48	1
s82326	2	1	3
s140223	2	73	3
s518	3	57	1
s3962	4	101242	3
s4970	2	1444	1
s134714	2	5	3
s138314	2	377	1
s121167	3	179	1
s273	2	88	1
s82941	4	365	1
s120758	2	3	3
s866	4	382	1
s83223	3	83	3
s2461	2	115	1
s129089	2	52	3
s606	4	126	1
s105755	2	20	3
s82173	3	3	3
s105563	4	3423	3
s1923	2	6	1
s134770	3	3751	1
s81754	4	115	1
s3981	4	129878	3
s121036	2	85	3
s82828	2	112	3
s1872	4	517477	1
s3799	4	137354	1
s121051	2	2	3
s255	4	97	1
s82327	4	177	3
s83280	2	69	1
s125592	3	60	3
s83176	2	1	3
s134809	2	590	1
s120843	2	60	3
s114766	2	55	1
s105058	2	108	3
s4070	4	27779	3
s188	5	1453	1
s2862	4	26632	1
s2308	2	75	1
s3098	2	6	3
s129058	2	70	1
s266	3	162	1
s3147	2	88	1
s4649	5	144784	3
s3809	2	78	3
s3966	4	162121	3
s125534	2	1	1
s138224	2	53	1
s82315	2	304	1
s82612	3	122	3
s105196	2	85	3
s2436	2	93	1
s1955	4	44080	1
s143331	2	1484	3
s1135	4	10998	1
s1781	4	187	1
s125428	2	1	1
s134711	2	66	1
s83174	3	18	3
s542	4	255	1
s140232	3	49	1
s81568	2	75	1
s81581	3	167	3
s3070	4	137	1
s114707	3	636	1
s2208	2	128	1
s82963	4	196	3
s940	2	62	1
s4439	4	721	1
s557	2	80	1
s82588	2	3	3
s138276	2	104	3
s121132	2	164	1
s3995	4	23496	1
s82218	3	209	1
s105117	2	132	1
s82744	4	157	3
s1226	2	62	3
s81377	2	59	1
s5384	2	1	1
s114946	2	80	3
s4426	4	338013	3
s4967	3	14	1
s114594	2	324	1
s1916	2	62	1
s3123	2	141	3
s105492	3	1	3
s82796	4	456	1
s3519	4	453574	3
s132046	2	50	1
s4810	4	1296	1
s105738	2	234	1
s3138	4	18519746	1
s82967	3	199	3
s4386	4	21	3
s81510	4	516	1
s4740	4	56774	1
s143333	2	5	3
s114842	3	66	1
s131879	2	336	3
s105657	4	194	1
s105698	3	7	1
s2565	4	112531	1
s168	3	62	1
s1645	4	82	1
s120995	2	18	3
s2649	4	46500	3
s81454	2	62	1
s134812	2	2	1
s2048	4	336552	3
s3074	2	67	1
s5422	4	262	1
s2074	3	43	1
s4762	2	88	1
s105761	2	77	1
s2168	4	14585	3
s353	3	41	3
s81563	3	167	1
s105591	4	242	1
s1716	2	51	1
s5147	4	558	1
s4182	4	145	3
s4315	4	65452	1
s3185	4	51578	1
s114729	2	88	1
s2278	4	96027	1
s5237	3	2	3
s125413	2	64	1
s121120	3	49	3
s2567	4	34617	3
s4647	3	32304	3
s2470	4	7983	3
s3458	4	176	3
s105426	5	25	1
s120857	2	326	3
s435	4	16914	1
s8	3	7523	1
s2085	4	232050	1
s5088	4	78	1
s746	2	1	3
s143372	2	420	1
s1115	2	1867	3
s578	4	3561	1
s81873	3	73	1
s82958	2	1	3
s81394	3	631	1
s129211	3	35	1
s5380	2	1	1
s105169	2	331	1
s775	4	5630	3
s131967	2	64	3
s145	4	163	1
s5169	4	14972	1
s3380	2	210	3
s121173	3	53	1
s104925	3	3964	1
s82628	2	1	3
s129057	6	33	0
s121172	2	16	3
s82482	3	2900	3
s82701	4	39	1
s81642	3	22	1
s82643	2	176	3
s121000	2	200	3
s4418	2	313	1
s143431	2	61	1
s120781	2	7	3
s4504	4	239487	1
s524	4	462	1
s1733	4	382621	1
s82124	2	118	1
s4380	4	75946	3
s131912	2	50	1
s4431	2	320	3
s115025	2	50	1
s82301	4	126184	3
s4432	4	107944	3
s120863	3	1	3
s493	4	758	3
s4075	2	1	1
s4107	4	50613	1
s2162	4	13	1
s131876	2	7349	1
s1828	4	21750	1
s5071	4	78682	1
s2049	2	339	3
s143414	2	86	3
s3640	4	53784	1
s114522	2	374	1
s323	4	3134	1
s3472	4	108814	1
s81832	2	326	1
s623	3	130	3
s3091	3	303	1
s120819	2	320	1
s82226	2	199	1
s81507	2	70	1
s2362	2	6191	3
s2378	2	324	1
s2276	2	1	1
s1197	3	21	3
s105190	3	453	1
s5161	6	48707	1
s83262	3	579	1
s81682	2	351	1
s131936	2	58	1
s2475	4	170878	3
s82164	3	24	3
s104845	2	92	1
s82429	2	54	1
s105487	2	172	3
s105382	4	775	1
s140434	2	125	3
s121043	3	6	1
s137947	2	13046	1
s5403	4	545	1
s4056	2	3207	3
s930	2	180	1
s5424	4	22520	1
s5275	4	27637	3
s105010	2	250	3
s105156	2	5742	1
s1299	2	1	3
s3277	3	1420	1
s71	2	50	3
s1922	4	178691	1
s4784	4	175395	1
s114570	2	178	1
s140479	2	139	1
s138266	2	5	1
s3996	4	40659	1
s1469	4	37619	1
s129145	2	66	1
s4179	4	179808	3
s129053	2	51	1
s143407	2	82	1
s82139	2	241	3
s365	2	12	3
s125430	2	31	1
s3428	6	12759	3
s83317	3	86	1
s143402	2	6125	1
s121097	2	1	1
s3504	4	12709	3
s2417	2	1101	3
s4695	4	188986	3
s82059	2	93	3
s105480	5	1141	3
s125415	2	69	1
s82935	2	7	3
s82152	2	127	1
s81465	2	77	1
s105590	2	1255	1
s120868	3	118	1
s115042	2	1566	1
s2511	2	61	3
s2096	4	23220	3
s82310	2	1047	3
s81382	3	165	1
s2723	4	172132	3
s5439	4	77	1
s3978	4	245	3
s81899	2	57	1
s1289	4	11	3
s104996	2	1	3
s1529	4	3498	1
s140481	2	29	3
s82581	2	297	3
s82795	4	258	1
s5179	3	157	3
s177	4	195	1
s3821	4	20201	1
s129212	2	77	1
s1428	2	60	1
s82636	2	263	1
s300	4	49717	1
s81661	4	360	1
s671	2	3	1
s82271	2	118	3
s3726	4	29328	3
s4779	2	1272	1
s5387	3	5	1
s2800	4	117	3
s82409	2	9	1
s1568	4	44	1
s121198	2	92	1
s1723	4	102043	1
s4206	4	79198	3
s82280	2	65	1
s439	4	812	1
s3339	4	23	1
s4441	4	9781	1
s3681	2	37	3
s3971	2	981	1
s83191	2	170	3
s104855	2	271	3
s138213	2	80	1
s82674	4	117	3
s82694	3	52	1
s5061	4	2289	3
s1010	4	70050	3
s2834	4	189582	1
s105331	2	4	1
s2430	2	74	1
s3344	3	22826	1
s928	4	13519	1
s121192	2	27	1
s81983	2	351	1
s1174	2	44341	1
s143329	2	85	1
s114719	3	226	1
s82925	4	113	3
s3684	3	51	3
s2847	4	35663	3
s2054	5	7893	1
s81995	2	314	3
s1424	4	105417	1
s81705	2	249	3
s472	2	84	1
s105716	2	6	1
s2269	4	127735	1
s83054	3	107	3
s1990	4	135028	3
s120762	2	60	3
s83231	4	591	3
s1392	2	9	3
s120898	2	124	3
s114897	2	4511	3
s808	4	6820	3
s143349	2	168	3
s129071	2	554	1
s3399	3	375	1
s105405	3	912	1
s114576	2	7	1
s105463	4	5	1
s114903	4	163	1
s140457	2	7	1
s2672	4	51655	3
s105220	2	144	1
s121191	2	3	3
s140534	2	623	3
s5377	2	17	1
s82763	2	190	1
s2421	4	33088	3
s4158	2	217	3
s114649	2	56	1
s120884	2	1	1
s81447	2	1170	1
s115018	2	180	1
s105143	2	67	1
s121118	2	335	1
s1485	2	1603	1
s5072	2	68	1
s104999	2	13	1
s1756	2	60	1
s105717	2	55	1
s114790	3	1524	3
s82835	3	479	1
s1248	2	50	1
s104858	2	1	1
s138337	2	75	3
s81578	3	33	1
s82908	4	174	1
s3738	4	55	3
s3545	4	125152	1
s105137	2	67	1
s46	2	1	1
s82988	3	546	3
s4660	2	8303	3
s3501	2	325	1
s121149	2	59	3
s1991	2	60	3
s114735	2	51	3
s83325	3	1003	1
s4529	4	86972	3
s115039	4	12	3
s114931	4	1997	1
s82260	3	51	3
s1804	4	98513	3
s4194	2	10	3
s3692	2	311	3
s456	4	14	1
s82819	2	1	3
s4403	2	322	1
s4716	5	32	1
s5255	4	2338	3
s861	2	70	3
s670	4	52	1
s105276	2	553	1
s83135	3	41	1
s2621	4	16	3
s1738	4	55475	1
s143423	2	478	1
s105112	2	310	1
s131979	2	372	1
s105168	2	9	1
s143420	2	11	1
s138352	2	23558	3
s82350	2	83	1
s2966	4	12241	3
s3301	2	1575	1
s512	2	91	3
s81856	2	592	1
s140240	2	1	3
s267	4	204	1
s3370	3	70	1
s4241	4	6058	1
s104923	2	64	3
s2385	3	232	1
s3315	4	4981	1
s134633	3	44	1
s105071	2	53	1
s125499	2	259	1
s82874	2	5	1
s1395	4	42739	3
s82739	2	381	1
s82080	2	74	1
s134677	2	9	1
s82659	2	5	1
s2473	2	120	3
s129226	2	134	3
s83059	5	37	3
s125394	2	331	1
s129110	2	351	1
s796	3	58	1
s5260	2	92	3
s5301	2	1	3
s104795	2	1753	3
s813	3	88	3
s139643	2	56	3
s82143	2	335	1
s81731	2	123	1
s82433	4	219	1
s81437	2	95	1
s140454	2	10	1
s81481	2	36	1
s81765	3	33	3
s2998	2	323	1
s5334	4	37823	1
s2983	4	39097	1
s976	4	23269	3
s143382	2	58	1
s5360	2	65	1
s121013	3	130	1
s105022	3	205	1
s105784	2	171	1
s546	3	530	1
s125392	2	56	3
s120838	2	2410	1
s5107	3	93	1
s2202	4	94	3
s121016	2	440	1
s2668	3	168	3
s2057	2	2790	1
s3840	2	2	1
s4532	2	69	3
s4929	4	9415	3
s1954	2	3855	1
s1743	4	9	1
s132018	3	1920	1
s3288	4	45	3
s81880	3	17	3
s159	2	1	3
s105096	2	13	3
s82294	3	36	1
s138203	2	1	1
s81882	3	486	1
s1549	4	98923	3
s121107	2	58	1
s2812	4	23532	1
s974	4	189982	3
s4551	5	317721	1
s1917	4	51777	1
s115093	2	58	1
s1745	2	323	1
s121033	3	112	3
s5128	2	188	3
s2495	4	62650	1
s3034	2	1133	1
s2382	3	1	1
s138319	2	60	1
s764	4	65186	1
s105622	2	136	1
s946	2	1455	1
s4710	2	328	1
s2100	2	51	3
s1573	4	15	1
s4210	4	184516	3
s104897	2	127	1
s138350	2	856	1
s6	4	165	1
s4706	4	37	3
s81719	2	240	1
s903	2	27	1
s129088	2	77	1
s4624	2	77	1
s134806	2	774	1
s114827	2	216	3
s104812	2	52	1
s125401	2	100	3
s83086	2	58	1
s104893	2	99	1
s82602	3	536	1
s105355	5	1284	3
s120776	2	68	3
s125391	2	197	1
s140537	2	71	1
s105063	3	64	3
s82550	4	117	3
s105080	4	320	3
s1251	2	1	1
s83255	3	253	1
s138289	2	11	1
s984	4	30767	1
s120764	2	206	1
s105145	2	12	1
s910	4	5759	1
s507	4	66	3
s2906	4	80736	1
s4346	4	611666	3
s121078	3	108	3
s105157	2	1112	1
s131903	2	80	3
s104859	2	28	3
s1004	2	133	3
s3702	2	52	3
s81881	4	389	3
s81735	3	15	3
s4538	4	38100	3
s2946	3	188	1
s3652	2	152	1
s4265	4	121862	1
s4350	4	26794	1
s139646	2	1	1
s997	4	8018	1
s3196	2	880	3
s2909	2	16	1
s2331	2	214	1
s3149	3	250	1
s143	2	1	1
s3674	4	206759	3
s142612	2	310	3
s5249	2	88	3
s3004	4	1880	3
s629	3	23	3
s131950	3	53	1
s4978	4	11669	1
s2224	4	229233	3
s82833	2	162	3
s3756	4	12	1
s682	4	4828	3
s105625	4	172	3
s138275	3	24	3
s134756	2	4	3
s1427	4	30127	0
s143404	2	99	1
s105481	3	419	3
s81493	2	243	3
s2757	2	16	1
s82032	3	3421	3
s94	2	93	3
s4955	4	60	1
s83026	3	147	3
s1294	4	15	3
s4136	4	202014	3
s82339	2	40	1
s131973	3	127	1
s105106	2	58	3
s81368	2	202	1
s81533	2	237	1
s3285	6	3407	3
s591	6	827	1
s3139	2	478	1
s1757	4	83340	1
s82018	2	3	1
s131918	2	74	1
s114744	2	57	1
s60	2	72	1
s129060	2	66	3
s371	2	63	3
s4995	4	72661	1
s2188	4	78836	1
s121038	2	282	3
s2173	2	3064	3
s82070	2	1094	1
s114746	2	51	1
s3559	3	3985	1
s105344	2	5	1
s2708	2	248	3
s1006	4	5730	3
s83177	4	28	3
s2921	2	6	1
s4757	4	89057	1
s4338	4	50743	1
s129189	3	321	3
s82042	2	10	1
s137950	2	11172	3
s158	4	251	1
s4850	4	136686	1
s5102	3	291	1
s4455	2	7	3
s3544	4	5465	1
s120895	2	14	3
s5306	2	79	3
s939	4	194977	3
s104870	2	78	1
s140472	2	58	3
s82373	2	3	1
s83218	3	47	3
s1855	4	5368	1
s105613	4	591	1
s1400	4	54586	3
s83246	4	11	1
s81395	3	312	1
s1359	2	88	1
s129123	3	59	1
s4481	4	315054	1
s2776	2	3926	3
s2217	4	31927	1
s3054	2	11	3
s2910	4	93499	1
s198	4	4503	3
s945	4	9674	3
s2022	4	514858	3
s82277	4	30	3
s3993	4	146773	1
s105176	2	68	3
s81801	2	194	1
s130	4	9	1
s82375	2	3	1
s2032	4	198484	3
s82178	3	22	3
s82956	4	123	3
s137954	2	1	3
s104803	2	52	3
s114810	2	100	3
s120966	2	121	1
s82836	2	15	1
s3114	2	319	1
s137958	2	62	3
s105441	2	106	1
s97	4	28144	3
s81997	3	103	1
s1952	2	321	1
s82975	2	120	3
s138326	2	55	3
s121136	2	5	1
s105034	2	8	1
s4904	2	402	1
s82568	2	4	1
s114527	3	387	3
s2735	2	894	1
s1649	4	40086	3
s81596	2	156	1
s4022	2	66	3
s2813	2	1	1
s137924	2	4	1
s208	3	37	3
s2321	2	95	1
s436	2	29	1
s82929	4	51	3
s82812	3	206	1
s83332	2	223	3
s140453	2	2	1
s2191	4	2249	1
s1380	4	95334	3
s2006	2	851	3
s140538	2	6	1
s1287	4	13786	3
s3177	2	20	3
s2063	4	28822	1
s3439	2	52	3
s120958	2	897	3
s137991	2	90	1
s81551	2	68	1
s696	5	11856	1
s81672	2	52	1
s138	4	99	3
s2469	2	873	1
s99	4	39	3
s132001	2	363	1
s83121	4	1201	1
s83089	4	42	1
s105606	2	1966	1
s143323	2	113	1
s515	4	241	1
s120786	2	145	3
s105770	4	1423	3
s502	2	6	3
s1098	4	105796	3
s4116	4	4158	1
s44	4	109	1
s120999	2	1	1
s2641	2	128	1
s129239	2	1581	1
s105090	2	68	3
s4813	2	325	1
s3861	4	1258	1
s137930	2	60	3
s105672	2	93	1
s1140	4	73699	3
s140513	2	54	1
s105346	4	313	1
s139631	2	134	3
s5048	4	39	3
s3423	4	29	3
s1863	4	275	1
s121092	2	123	3
s3271	2	1	1
s29	4	269	3
s83239	2	232	1
s125359	4	7884	3
s142614	2	1352	3
s772	2	53	3
s104882	2	573	1
s125369	2	14	1
s702	2	1	1
s82781	2	1	3
s3215	2	348	1
s947	4	8741	3
s3627	3	33	1
s288	2	1	1
s82249	3	12	3
s105486	5	220	1
s105472	3	91	3
s1347	4	46912	1
s82242	2	1	3
s2456	4	121697	1
s143338	2	13	1
s1332	4	195609	3
s1824	4	174927	1
s4146	3	21	3
s83264	2	76	1
s114710	2	4457	3
s115017	2	70	1
s131997	2	1526	1
s82068	3	16	1
s137982	2	336	1
s105064	2	17	1
s4892	2	1	1
s3178	4	61	3
s81700	4	98	1
s711	4	9696	1
s132013	3	96	1
s1525	4	53834	1
s104976	2	149	3
s82100	2	326	1
s2044	2	58	3
s114718	2	126	3
s121093	2	1	1
s83118	3	209	1
s104820	2	1	1
s3793	4	75	1
s140265	2	194	1
s3890	4	71848	1
s120920	2	1	3
s2588	4	529	1
s204	4	11	3
s82800	3	58	1
s125604	3	328	3
s127	3	159	1
s1999	4	17570	3
s2390	4	17811	1
s5006	4	5903	3
s105297	3	576	1
s105442	3	68	1
s2060	4	21955	1
s1639	2	7	1
s82696	3	91	1
s81644	3	98	1
s104941	2	72	1
s81455	4	432	1
s4935	4	61	3
s3705	2	329	3
s140411	2	88	3
s3374	2	1	3
s1628	5	3233	3
s4715	2	159	1
s81593	2	69	1
s114948	2	117	1
s3168	2	331	1
s83310	3	171	1
s1986	4	273161	3
s1167	2	333	1
s3384	2	62	1
s114645	2	147	3
s105363	2	1282	3
s1113	2	347	3
s320	3	24450	1
s4555	4	5961	1
s114577	2	95	1
s1112	4	128714	3
s120817	2	1	1
s82355	3	2533	1
s82537	3	49	1
s3424	2	5	3
s933	2	3350	3
s4615	3	152694	1
s105780	2	76	3
s129154	3	25	1
s1020	2	10045	3
s105287	4	246	1
s4879	4	85088	1
s82951	5	19	3
s125512	3	9	3
s114846	2	71	1
s134665	2	63	1
s4183	2	90	3
s105600	3	949	1
s114958	2	280	1
s81550	2	1	3
s81621	2	300	1
s3144	3	408	1
s4520	4	90	3
s1336	2	37	3
s82198	2	95	1
s82009	3	7	3
s134731	2	108	3
s105119	2	50	3
s82635	4	103	1
s756	4	12	3
s996	4	69021	1
s81741	2	115	1
s104889	2	613	3
s1189	3	34	1
s120946	2	80	1
s5376	3	18	1
s104823	2	162	3
s81649	2	13	3
s4692	4	45236	3
s82461	3	88	1
s643	4	13962	3
s2843	4	116419	3
s81531	4	449	1
s4318	3	19	1
s105273	2	910	3
s105713	3	52	3
s5307	4	35298	3
s82565	2	2	1
s983	5	13447	1
s4134	4	7659	3
s105772	4	1799	3
s3294	5	194	1
s134666	2	2800	1
s4591	3	36	1
s140279	2	91	1
s82160	3	172	3
s1358	4	4675	1
s1860	5	421347	1
s714	4	24512	1
s4250	2	66	3
s114891	3	917	1
s105692	2	5	3
s2682	2	68	3
s114993	2	126	1
s105085	2	64	1
s237	2	174	3
s2547	2	313	1
s3637	4	679	1
s1316	2	135	1
s4305	4	231048	3
s81571	2	326	3
s81795	2	265	1
s105270	2	7	3
s105419	2	17	3
s121123	3	17	3
s2539	2	814	1
s121186	4	1284	1
s137941	2	54	1
s81775	2	162	3
s3798	5	191789	1
s3679	2	1173	3
s3161	2	81	3
s5224	4	7810	3
s129073	4	35	1
s4010	2	62	1
s3475	4	64586	1
s726	3	34	3
s129096	2	68	1
s3359	2	330	1
s3906	2	7	1
s114750	2	127	1
s81636	2	50	1
s4185	2	288	3
s138340	2	1601	1
s2293	2	4	1
s138353	2	81	3
s143358	2	58	1
s541	2	428	1
s134743	2	3	1
s129078	2	130	1
s81440	7	268	0
s105557	4	332	3
s1071	4	372924	1
s82449	3	1298	1
s2165	2	249	3
s82538	2	1021	1
s3741	2	77	3
s104975	2	1	1
s4630	2	63	1
s120984	2	22	1
s1975	4	398	1
s2631	4	39057	3
s3275	3	1422	1
s5025	2	37	1
s143381	2	9079	3
s4189	3	5	3
s2228	4	11087	3
s1927	2	52	1
s1349	2	31	1
s143419	2	331	2
s3785	2	5	1
s2064	2	146	1
s125560	2	6456	1
s82496	2	168	3
s129064	2	93	1
s4285	4	12593	1
s2220	2	1	3
s1030	2	2651	3
s82039	2	96	1
s81603	3	41	1
s105791	2	13	1
s5052	4	14796	3
s131977	2	284	1
s1715	4	249308	1
s120821	2	85	3
s4253	2	977	1
s105473	3	530	3
s82506	4	63	3
s82631	2	146	1
s2546	4	441032	1
s104809	2	50	3
s82336	4	1036	1
s105520	2	297	1
s81701	2	7	1
s810	4	18092	3
s1581	4	92651	3
s4289	4	61129	1
s105744	2	35	3
s134769	2	70	3
s114826	3	51	1
s82589	4	56	1
s1938	2	54	3
s114695	2	272	1
s121083	3	10	1
s2854	2	6	3
s82551	2	205	3
s82985	4	65	3
s4077	4	209	1
s1348	5	15549	1
s140470	2	125	1
s114618	2	26	1
s1508	4	47836	1
s129121	2	5911	3
s1801	4	20053	3
s2774	2	6	1
s129043	2	100	3
s114518	2	7	1
s83068	3	27	3
s120749	3	1461	1
s4330	4	80744	1
s83000	2	70	1
s114541	2	308	3
s81849	4	66	1
s82573	2	3	3
s925	4	398422	1
s1816	2	329	1
s81407	2	1299	1
s2530	4	251186	1
s5273	2	1	1
s2976	4	5414	3
s3765	4	57975	1
s105235	2	409	3
s2953	4	117991	1
s3102	4	260	1
s2675	4	5116	3
s4875	4	86	3
s105289	3	187	1
s605	2	12	1
s105488	4	174	1
s3718	2	101	3
s82725	3	260	1
s792	2	623	1
s81660	2	93	1
s120959	2	245	3
s3943	2	1901	3
s2855	3	24	3
s140214	2	55	0
s4724	4	35875	1
s105589	5	599	1
s114699	2	175	1
s138322	2	3	1
s105360	4	475	3
s1176	4	3540	1
s83330	2	1	1
s105446	4	169	1
s81471	2	698	1
s104961	2	133	1
s1878	5	93088	1
s81694	3	161	1
s1556	2	127	3
s114623	2	1836	3
s143360	2	249597	3
s1403	4	12614	3
s114830	2	86	1
s1204	2	322	3
s1207	2	196	1
s3461	2	240	3
s138318	2	259	3
s2820	4	16540	3
s4399	4	154169	1
s1172	5	1684	1
s82757	2	79	1
s138228	2	60	1
s81611	2	327	1
s2396	4	5480	3
s2638	5	283	1
s105725	2	120	1
s82826	2	50	3
s4887	4	56097	1
s1296	4	1385	1
s105649	2	451	1
s685	2	11	3
s121171	2	59	3
s1454	4	499	1
s4767	4	52625	3
s81853	2	9	1
s121002	2	821	3
s82439	2	4	1
s82982	4	145	1
s3708	4	65618	3
s862	4	57320	3
s125509	3	119	3
s5354	2	565	1
s297	4	49772	1
s105422	4	2240	1
s82438	3	256	1
s4354	4	56743	1
s120794	2	6053	1
s81595	2	110	1
s114822	3	357	1
s2078	4	30799	1
s82901	3	9	1
s1558	4	27008	3
s598	2	119	1
s1179	4	3042	1
s5024	3	141	1
s82926	3	287	1
s470	3	881	1
s4546	2	3	1
s5163	5	56	1
s134622	2	7	3
s420	3	102	1
s82244	2	31	3
s409	4	6712	3
s4924	4	23552	3
s1956	4	8654	1
s131974	2	72	1
s3901	2	183	1
s83211	3	52	3
s81448	2	1201	1
s82999	3	95	1
s5082	4	89	1
s125535	2	376	1
s82675	4	34	3
s114815	2	137	3
s383	3	633	3
s2919	4	157558	1
s114967	3	172	1
s137967	2	1	1
s2984	3	154	1
s2601	4	1990	1
s83220	4	94	3
s105547	4	831	3
s1730	4	647	1
s143429	2	88	1
s104841	2	13	3
s4140	4	3	3
s105797	2	1552	1
s245	2	76	1
s2828	4	29696	3
s2375	2	74	1
s82370	2	110	1
s1072	4	150062	1
s139642	2	57	3
s4518	2	50000	3
s1037	4	53428	3
s81915	2	319	3
s3574	2	1475	3
s81784	3	330	1
s121048	2	86	1
s134673	2	334	1
s83085	4	93	1
s4112	4	242679	1
s4752	4	23441	1
s121024	4	478	3
s138209	2	91	3
s143391	2	251	1
s781	4	27653	1
s2161	4	122	1
s2095	4	25656	3
s131931	2	58	3
s140425	2	154	3
s81908	3	175	1
s1921	2	3693	1
s104888	2	110	3
s3148	4	75	1
s3944	4	55348	3
s1535	2	2	1
s121045	4	630	1
s3152	3	79	1
s82780	2	630	1
s132041	2	275	3
s2131	2	319	1
s4949	3	64	1
s179	4	284	1
s1157	4	769	3
s2590	2	107	1
s4842	2	156	1
s4943	4	46305	1
s817	4	241	3
s82651	3	393	1
s750	4	16182	3
s2792	4	24646	1
s1381	2	6	1
s2424	4	218651	1
s140541	2	3	1
s4237	4	51348	1
s105376	2	206	1
s125590	2	168	3
s83102	4	487	1
s2514	2	834	3
s83117	4	85	1
s4938	4	59739	1
s114771	2	80	1
s4523	3	226	3
s105531	2	440	1
s1129	3	12	1
s115095	2	52	1
s2214	2	251	3
s3078	4	40669	1
s1875	2	55	1
s2577	2	59	3
s82555	2	204	3
s3547	2	74	1
s83172	2	1	3
s1835	2	6	3
s82645	2	172	3
s5002	3	6	1
s1271	2	689	1
